split,domain,sample_id,boundary_density,total_components,present_class_count,building_components,road_components,building_mean_component_area,road_mean_component_area,thin_class_components
Train,Urban,2099,0.00512481,36,4,7,0,37303.428571,0.0,7
Train,Urban,2100,0.00407522,17,5,2,1,4173.0,122779.0,3
Train,Urban,2101,0.01264138,71,5,37,1,8790.513514,109620.0,38
Train,Urban,2103,0.00334733,11,5,0,0,0.0,0.0,0
Train,Urban,2105,0.01242802,113,4,40,1,9054.175,68797.0,41
Train,Urban,2106,0.00737529,37,3,34,1,6885.588235,3041.0,35
Train,Urban,2107,0.00872224,37,5,27,2,7054.0,33360.0,29
Train,Urban,2108,0.00521263,22,7,4,1,10177.5,83451.0,5
Train,Urban,2109,0.00405326,17,5,6,1,8355.0,83034.0,7
Train,Urban,2110,0.00899621,67,5,13,1,7611.0,132424.0,14
Train,Urban,2111,0.01385946,48,3,43,2,11727.511628,47716.0,45
Train,Urban,2112,0.00704547,37,3,34,1,4973.0,173242.0,35
Train,Urban,2113,0.00530618,58,4,0,3,0.0,13837.0,3
Train,Urban,2114,0.01300126,84,5,23,3,7618.130435,62841.0,26
Train,Urban,2115,0.00584792,33,4,19,4,7596.631579,20206.5,23
Train,Urban,2117,0.00764019,29,5,18,2,27578.222222,18225.5,20
Train,Urban,2118,0.00401937,53,5,8,4,3403.75,6448.25,12
Train,Urban,2119,0.00752612,55,4,15,1,17880.533333,70776.0,16
Train,Urban,2120,0.01170109,67,4,16,2,14571.8125,56998.0,18
Train,Urban,2121,0.00220228,13,7,1,2,2447.0,2741.0,3
Train,Urban,2122,0.00509044,20,6,6,2,19568.833333,83238.5,8
Train,Urban,2123,0.01404369,148,7,11,3,6567.090909,26207.666667,14
Train,Urban,2124,0.00744927,28,4,10,1,12890.6,154916.0,11
Train,Urban,2128,0.01013028,76,3,22,2,21269.181818,101662.5,24
Train,Urban,2130,0.01162138,46,5,23,1,15815.565217,116830.0,24
Train,Urban,2131,0.0033941,12,4,4,2,21627.75,72039.0,6
Train,Urban,2132,0.00290248,9,5,1,1,144553.0,151794.0,2
Train,Urban,2133,0.01006776,76,5,29,1,7259.586207,31464.0,30
Train,Urban,2134,0.00869742,62,3,20,0,13522.05,0.0,20
Train,Urban,2135,0.00695765,33,4,19,2,12918.684211,33737.5,21
Train,Urban,2136,0.0067863,34,5,6,1,9882.833333,327493.0,7
Train,Urban,2137,0.01131638,66,5,27,2,9317.148148,38971.5,29
Train,Urban,2138,0.00921625,38,6,20,2,6367.55,78506.5,22
Train,Urban,2139,0.00663642,24,4,16,1,6839.5,85192.0,17
Train,Urban,2140,0.01288432,79,4,45,3,6548.222222,31706.666667,48
Train,Urban,2141,0.00315497,13,3,9,2,41889.222222,229213.5,11
Train,Urban,2142,0.01576008,124,2,122,0,3881.704918,0.0,122
Train,Urban,2143,0.01138893,73,4,49,1,8023.510204,45587.0,50
Train,Urban,2144,0.00989116,49,4,34,3,7020.382353,23689.333333,37
Train,Urban,2145,0.00715287,65,6,28,2,6834.535714,28155.5,30
Train,Urban,2146,0.00875565,45,4,23,3,7437.217391,41045.666667,26
Train,Urban,2147,0.00876758,43,6,20,1,8010.85,16545.0,21
Train,Urban,2148,0.00352154,14,4,5,0,55169.4,0.0,5
Train,Urban,2151,0.00711134,19,5,13,1,23604.692308,60895.0,14
Train,Urban,2152,0.00431673,141,4,9,1,70628.111111,23880.0,10
Train,Urban,2153,0.01184094,83,6,28,2,6424.214286,72325.0,30
Train,Urban,2154,0.00757671,37,4,31,1,12350.483871,130152.0,32
Train,Urban,2156,0.01133404,43,4,30,1,9473.166667,21314.0,31
Train,Urban,2157,0.01221896,57,6,3,3,1174.666667,101369.0,6
Train,Urban,2158,0.00983818,55,6,28,2,13241.785714,42647.0,30
Train,Urban,2160,0.00860578,55,5,14,2,17732.571429,12049.0,16
Train,Urban,2161,0.0084559,69,6,8,3,21375.75,9160.333333,11
Train,Urban,2162,0.00925252,46,3,39,4,7293.692308,7937.5,43
Train,Urban,2163,0.00689656,64,5,0,2,0.0,177008.5,2
Train,Urban,2164,0.00971455,70,5,28,4,10820.5,21649.0,32
Train,Urban,2165,0.00521311,35,5,0,2,0.0,10663.0,2
Train,Urban,2166,0.00655099,42,5,13,2,10218.0,6315.5,15
Train,Urban,2167,0.00784209,41,4,14,2,9652.071429,25963.0,16
Train,Urban,2168,0.00896185,48,5,7,1,17359.0,19692.0,8
Train,Urban,2169,0.0108009,84,5,37,1,8664.756757,101058.0,38
Train,Urban,2170,0.00678773,31,6,21,1,18266.0,182710.0,22
Train,Urban,2171,0.01120135,52,4,30,0,15842.9,0.0,30
Train,Urban,2172,0.00877713,36,4,21,3,6258.52381,26351.0,24
Train,Urban,2173,0.01080615,74,6,11,3,4327.818182,19629.0,14
Train,Urban,2175,0.00588133,24,4,15,3,7640.133333,88713.666667,18
Train,Urban,2176,0.00972219,65,6,12,7,25611.916667,29050.285714,19
Train,Urban,2179,0.01335781,86,6,22,3,4836.5,40247.666667,25
Train,Urban,2180,0.00930646,97,6,12,4,4467.5,57189.0,16
Train,Urban,2181,0.00687937,35,4,29,1,8057.413793,97851.0,30
Train,Urban,2182,0.01443508,97,5,32,3,8413.53125,16009.0,35
Train,Urban,2183,0.0099785,44,4,24,3,9099.458333,9538.333333,27
Train,Urban,2184,0.01380504,105,6,23,3,6541.956522,33770.0,26
Train,Urban,2185,0.00126056,8,5,0,0,0.0,0.0,0
Train,Urban,2186,0.00975894,50,5,17,1,20555.647059,47031.0,18
Train,Urban,2187,0.01387187,78,4,47,1,7147.829787,28885.0,48
Train,Urban,2188,0.00505703,36,4,23,0,4720.26087,0.0,23
Train,Urban,2189,0.01073694,38,3,31,1,14688.580645,187711.0,32
Train,Urban,2190,0.0099513,45,3,40,1,11183.65,109073.0,41
Train,Urban,2191,0.00960334,107,4,29,1,7504.37931,109744.0,30
Train,Urban,2193,0.00808599,50,4,16,0,11579.625,0.0,16
Train,Urban,2194,0.01327046,187,7,14,3,16784.642857,37304.666667,17
Train,Urban,2195,0.01533098,95,6,35,3,10797.6,27108.333333,38
Train,Urban,2196,0.00914704,44,4,34,2,6942.176471,34644.5,36
Train,Urban,2197,0.01472672,105,3,75,0,4196.64,0.0,75
Train,Urban,2198,0.00903965,50,6,6,3,22819.833333,38558.0,9
Train,Urban,2199,0.00976753,50,5,30,0,12719.533333,0.0,30
Train,Urban,2200,0.00806547,46,6,8,6,4646.0,11026.166667,14
Train,Urban,2201,0.00668893,36,5,7,1,11641.571429,5379.0,8
Train,Urban,2202,0.00753232,36,3,33,1,15312.0,14653.0,34
Train,Urban,2203,0.01108203,94,6,13,2,14632.307692,74085.0,15
Train,Urban,2204,0.01045581,50,7,28,2,6089.035714,21744.0,30
Train,Urban,2205,0.01201516,67,7,8,16,2555.0,10378.625,24
Train,Urban,2207,0.00552717,29,6,8,1,49928.375,21428.0,9
Train,Urban,2208,0.00998471,54,5,21,1,9414.285714,120126.0,22
Train,Urban,2209,0.01162949,57,4,31,2,11077.741935,60530.5,33
Train,Urban,2211,0.00480644,20,5,5,1,20777.4,119476.0,6
Train,Urban,2212,0.00050212,1,1,0,0,0.0,0.0,0
Train,Urban,2213,0.00935037,55,3,36,3,16907.277778,7991.666667,39
Train,Urban,2215,0.01261369,82,5,32,1,11186.53125,8799.0,33
Train,Urban,2216,0.00721587,33,5,23,2,7507.217391,3722.5,25
Train,Urban,2217,0.00723401,26,6,7,1,26583.142857,28056.0,8
Train,Urban,2218,0.0068326,28,3,24,1,11345.958333,31912.0,25
Train,Urban,2219,0.0104434,40,6,12,3,16707.166667,107238.0,15
Train,Urban,2221,0.00798767,29,3,26,1,17990.269231,58031.0,27
Train,Urban,2222,0.01303563,51,3,41,2,7279.536585,63127.5,43
Train,Urban,2223,0.00580878,32,5,5,1,17377.2,77967.0,6
Train,Urban,2224,0.00432628,20,3,18,1,9746.777778,470636.0,19
Train,Urban,2226,0.00938235,53,4,29,2,7380.586207,6054.5,31
Train,Urban,2227,0.00528613,16,5,4,1,14610.25,217498.0,5
Train,Urban,2228,0.01228722,75,3,56,2,7265.589286,22317.5,58
Train,Urban,2230,0.00584649,24,4,11,3,8243.545455,16685.666667,14
Train,Urban,2231,0.01094122,49,5,35,1,9206.057143,86336.0,36
Train,Urban,2232,0.00836904,40,4,30,0,6870.433333,0.0,30
Train,Urban,2233,0.00472721,26,5,14,2,4630.428571,154539.0,16
Train,Urban,2234,0.01365231,119,6,25,2,7066.72,65946.5,27
Train,Urban,2235,0.0111436,56,5,39,2,10150.358974,14296.5,41
Train,Urban,2236,0.00840006,29,2,26,0,26489.307692,0.0,26
Train,Urban,2237,0.00216409,8,5,3,1,7515.0,129676.0,4
Train,Urban,2238,0.01087154,60,5,21,3,6171.428571,53579.666667,24
Train,Urban,2239,0.01317643,153,6,7,5,7353.857143,29954.2,12
Train,Urban,2240,0.00839529,45,4,16,3,10922.4375,31824.333333,19
Train,Urban,2241,0.01135743,51,7,8,3,2699.375,35689.666667,11
Train,Urban,2242,0.00511717,19,3,14,0,8520.071429,0.0,14
Train,Urban,2243,0.00822632,28,4,16,2,31867.1875,33579.5,18
Train,Urban,2244,0.00595388,17,6,6,3,40136.166667,21507.666667,9
Train,Urban,2245,0.01160324,136,6,10,1,17212.0,34348.0,11
Train,Urban,2246,0.01004676,83,4,9,3,5200.777778,51915.0,12
Train,Urban,2247,0.0116147,56,3,50,2,7770.72,38524.5,52
Train,Urban,2248,0.0060417,41,4,6,2,4083.0,54111.5,8
Train,Urban,2250,0.0077137,51,5,20,1,6336.2,110677.0,21
Train,Urban,2252,0.01033696,47,5,30,2,9346.633333,16421.0,32
Train,Urban,2253,0.0059787,26,5,9,0,3307.555556,0.0,9
Train,Urban,2255,0.01237791,57,4,31,4,13949.129032,44653.25,35
Train,Urban,2256,0.01450095,86,4,47,1,8042.702128,22896.0,48
Train,Urban,2257,0.00722924,29,5,16,1,8887.4375,86854.0,17
Train,Urban,2258,0.00951409,35,3,29,1,15375.275862,158559.0,30
Train,Urban,2259,0.00920479,29,3,26,1,19680.384615,134965.0,27
Train,Urban,2260,0.00443462,18,5,7,0,7728.428571,0.0,7
Train,Urban,2261,0.00996657,76,6,20,2,13612.95,65419.5,22
Train,Urban,2262,0.00948831,34,4,26,2,15698.423077,70339.5,28
Train,Urban,2263,0.00690467,31,3,26,2,7401.653846,16086.0,28
Train,Urban,2264,0.00148632,4,3,2,0,3611.0,0.0,2
Train,Urban,2265,0.00904442,39,3,19,1,26796.315789,275993.0,20
Train,Urban,2266,0.00519401,39,4,17,0,4821.0,0.0,17
Train,Urban,2267,0.01104528,85,5,41,2,6182.97561,6980.5,43
Train,Urban,2268,0.01169536,106,5,25,3,9522.12,30702.333333,28
Train,Urban,2269,0.01012933,57,6,28,1,6047.821429,66849.0,29
Train,Urban,2270,0.01048969,44,3,36,2,6636.777778,97492.5,38
Train,Urban,2271,0.01598011,90,6,48,3,5634.916667,23232.333333,51
Train,Urban,2272,0.0,1,1,0,0,0.0,0.0,0
Train,Urban,2273,0.0044771,19,4,0,2,0.0,102242.5,2
Train,Urban,2274,0.004248,20,5,7,0,8137.714286,0.0,7
Train,Urban,2275,0.01010308,51,4,10,3,5974.5,41063.666667,13
Train,Urban,2277,0.00882916,32,4,27,2,11074.259259,21400.5,29
Train,Urban,2279,0.00511526,17,4,7,1,21540.285714,16745.0,8
Train,Urban,2281,0.00647891,31,3,26,1,6715.884615,148480.0,27
Train,Urban,2282,0.00938856,40,5,34,1,9677.941176,93715.0,35
Train,Urban,2283,0.01316546,168,5,21,2,17160.285714,36780.5,23
Train,Urban,2284,0.00687221,28,5,18,1,11584.277778,39202.0,19
Train,Urban,2285,0.01206861,64,7,15,1,15472.333333,103770.0,16
Train,Urban,2286,0.0030934,14,5,7,1,7597.142857,155533.0,8
Train,Urban,2287,0.00832512,50,4,20,1,16482.0,192655.0,21
Train,Urban,2288,0.01464128,95,6,41,20,10108.243902,2237.55,61
Train,Urban,2289,0.01551379,97,6,12,2,18922.083333,33953.0,14
Train,Urban,2290,0.00665981,16,4,2,2,4407.0,137717.5,4
Train,Urban,2291,0.01289339,53,4,40,1,11729.75,135176.0,41
Train,Urban,2292,0.00895994,35,5,8,3,16735.75,20904.333333,11
Train,Urban,2294,0.00980524,40,3,34,1,9803.441176,50042.0,35
Train,Urban,2295,0.00545987,25,6,9,1,3845.666667,181152.0,10
Train,Urban,2296,0.01065341,67,5,22,1,9399.181818,224803.0,23
Train,Urban,2297,0.00631043,32,6,3,0,5619.333333,0.0,3
Train,Urban,2300,0.00535773,38,5,7,4,8169.857143,168419.0,11
Train,Urban,2303,0.0043888,28,4,0,2,0.0,55100.5,2
Train,Urban,2304,0.00938903,120,4,4,3,2746.0,115155.0,7
Train,Urban,2305,0.00869933,55,4,22,2,6518.454545,47596.0,24
Train,Urban,2306,0.0097284,32,3,24,1,13358.625,152428.0,25
Train,Urban,2307,0.00516538,38,6,4,1,9447.75,37600.0,5
Train,Urban,2308,0.00627749,20,2,16,0,34623.625,0.0,16
Train,Urban,2309,0.01157413,97,4,22,2,6612.272727,11023.0,24
Train,Urban,2310,0.01132688,61,5,42,1,9122.809524,11186.0,43
Train,Urban,2311,0.00611664,28,6,11,2,6660.727273,3108.5,13
Train,Urban,2313,0.00880434,49,7,16,1,6706.1875,49967.0,17
Train,Urban,2314,0.00227005,13,4,5,0,5097.0,0.0,5
Train,Urban,2315,0.00935228,37,5,5,1,3955.0,120694.0,6
Train,Urban,2317,0.00770893,140,5,7,1,4415.285714,119046.0,8
Train,Urban,2318,0.01101234,86,6,21,5,11337.47619,10528.8,26
Train,Urban,2319,0.00913797,71,5,18,3,9571.5,32858.333333,21
Train,Urban,2321,0.01282228,85,4,28,1,15752.642857,200871.0,29
Train,Urban,2322,0.01284948,69,5,26,4,5251.192308,53834.25,30
Train,Urban,2323,0.00914084,48,4,31,2,9312.0,44792.0,33
Train,Urban,2324,0.01179273,87,6,11,3,14688.545455,22599.666667,14
Train,Urban,2325,0.0103088,53,4,30,3,11962.833333,47993.0,33
Train,Urban,2326,0.01130206,64,7,14,4,9362.285714,34651.0,18
Train,Urban,2327,0.009947,84,3,17,3,6649.529412,88727.0,20
Train,Urban,2329,0.00721396,42,5,10,2,18393.6,57762.0,12
Train,Urban,2330,0.00939428,30,5,21,2,16493.619048,20128.0,23
Train,Urban,2331,0.00544555,23,3,19,0,15409.421053,0.0,19
Train,Urban,2332,0.01059375,55,6,18,3,4993.0,22978.666667,21
Train,Urban,2333,0.00864969,32,5,19,2,12792.421053,27465.0,21
Train,Urban,2334,0.01770795,135,5,42,2,5416.952381,25201.5,44
Train,Urban,2335,0.01133404,108,5,10,2,8425.8,55129.0,12
Train,Urban,2338,0.00363896,10,5,3,0,204687.333333,0.0,3
Train,Urban,2339,0.01213544,62,4,29,3,9575.758621,22574.333333,32
Train,Urban,2340,0.01041333,36,3,30,1,18055.366667,136120.0,31
Train,Urban,2341,0.00651901,23,4,18,1,16390.555556,136966.0,19
Train,Urban,2342,0.00065056,4,3,0,1,0.0,14293.0,1
Train,Urban,2343,0.00852989,35,5,14,3,20509.928571,40577.666667,17
Train,Urban,2345,0.00651519,18,6,3,2,3251.333333,84123.0,5
Train,Urban,2346,0.01320937,101,5,26,1,6129.769231,170387.0,27
Train,Urban,2347,0.00869503,57,4,12,1,17135.583333,189258.0,13
Train,Urban,2348,0.00836856,42,4,33,1,9538.939394,53424.0,34
Train,Urban,2351,0.00962052,52,4,29,2,9537.206897,49899.5,31
Train,Urban,2352,0.00770988,31,3,29,1,20977.724138,3859.0,30
Train,Urban,2353,0.00821439,33,3,16,2,9069.625,158074.0,18
Train,Urban,2354,0.01506846,102,4,27,1,7055.888889,48591.0,28
Train,Urban,2355,0.01068921,40,4,34,1,10879.176471,145522.0,35
Train,Urban,2356,0.01198174,49,6,17,4,13591.588235,62344.0,21
Train,Urban,2357,0.00486658,25,4,17,1,5301.117647,25429.0,18
Train,Urban,2358,0.01234545,70,7,33,3,8299.181818,12324.333333,36
Train,Urban,2359,0.01343275,82,5,35,1,8748.2,12585.0,36
Train,Urban,2360,0.01409286,86,5,49,3,9903.612245,8749.666667,52
Train,Urban,2362,0.00489331,24,5,4,1,47502.5,205132.0,5
Train,Urban,2363,0.00968448,49,6,11,1,4481.545455,30890.0,12
Train,Urban,2364,0.00916947,49,4,32,2,8989.96875,24566.5,34
Train,Urban,2365,0.01369574,67,5,35,2,14263.657143,32188.5,37
Train,Urban,2366,0.00535868,24,7,5,2,2622.0,16376.5,7
Train,Urban,2367,0.0081385,34,6,17,1,16223.058824,77804.0,18
Train,Urban,2368,0.00673475,25,3,11,5,17010.818182,82484.2,16
Train,Urban,2369,0.01074457,49,5,21,2,9853.095238,65935.5,23
Train,Urban,2371,0.01114837,117,5,5,3,2303.4,78835.0,8
Train,Urban,2372,0.00543839,14,4,3,1,6557.0,111316.0,4
Train,Urban,2373,0.0058274,16,3,13,1,51445.384615,49452.0,14
Train,Urban,2374,0.01247623,70,7,23,28,19269.608696,3368.357143,51
Train,Urban,2375,0.01057227,51,5,11,1,15325.909091,35685.0,12
Train,Urban,2376,0.00451863,23,4,4,1,68225.75,154272.0,5
Train,Urban,2378,0.00410194,20,4,13,1,11089.0,43128.0,14
Train,Urban,2381,0.00529998,22,4,6,1,7015.5,113804.0,7
Train,Urban,2383,0.00344661,28,4,9,2,7746.444444,285720.5,11
Train,Urban,2384,0.0100859,31,3,24,3,26698.458333,30217.333333,27
Train,Urban,2385,0.0105527,90,5,12,3,32679.0,33354.666667,15
Train,Urban,2386,0.01202947,39,4,26,1,14397.153846,114873.0,27
Train,Urban,2388,0.00575055,26,5,6,1,5690.666667,496845.0,7
Train,Urban,2389,0.01340984,98,5,36,1,7863.333333,73729.0,37
Train,Urban,2390,0.00935705,69,5,24,1,6050.25,194293.0,25
Train,Urban,2391,0.00727887,20,6,10,0,29354.0,0.0,10
Train,Urban,2392,0.00954368,46,4,40,0,9727.0,0.0,40
Train,Urban,2393,0.00096702,5,4,1,0,3219.0,0.0,1
Train,Urban,2394,0.00455538,25,6,8,2,8034.0,51494.5,10
Train,Urban,2395,0.01290914,83,6,32,1,7825.28125,13195.0,33
Train,Urban,2396,0.01313443,47,3,40,2,11824.625,52685.5,42
Train,Urban,2397,0.00185098,9,4,2,0,2002.0,0.0,2
Train,Urban,2398,0.00507564,27,5,9,0,9614.555556,0.0,9
Train,Urban,2399,0.00860339,38,3,33,1,16296.606061,171792.0,34
Train,Urban,2401,0.00894084,84,5,33,2,9281.393939,29268.0,35
Train,Urban,2403,0.00277075,8,4,0,2,0.0,37581.5,2
Train,Urban,2404,0.00932078,43,5,16,3,4885.25,43230.666667,19
Train,Urban,2405,0.00252541,11,5,2,0,8502.5,0.0,2
Train,Urban,2406,0.00447663,15,4,4,1,36517.25,170141.0,5
Train,Urban,2407,0.00794996,32,5,12,1,13844.0,68975.0,13
Train,Urban,2408,0.00855041,30,3,21,4,27545.857143,11986.75,25
Train,Urban,2409,0.01375493,139,6,42,3,6618.904762,21170.0,45
Train,Urban,2411,0.00508996,19,4,11,4,8037.272727,16047.75,15
Train,Urban,2412,0.00441219,127,4,2,1,5102.5,304912.0,3
Train,Urban,2413,0.00926064,27,4,13,4,9860.0,73228.0,17
Train,Urban,2414,0.00884682,37,4,30,2,11575.566667,24732.0,32
Train,Urban,2415,0.01120756,70,5,36,1,5681.027778,6101.0,37
Train,Urban,2416,0.00624551,60,6,5,2,42598.4,50119.5,7
Train,Urban,2417,0.00556392,15,3,9,2,74201.444444,30565.0,11
Train,Urban,2418,0.00611712,25,4,18,2,15711.722222,2853.0,20
Train,Urban,2419,0.01224474,74,7,22,4,8269.909091,26923.5,26
Train,Urban,2420,0.01041619,40,5,22,0,20796.181818,0.0,22
Train,Urban,2421,0.00649657,28,7,6,1,9537.5,90371.0,7
Train,Urban,2422,0.00926159,47,4,14,2,12425.214286,14304.0,16
Train,Urban,2423,0.01095363,82,4,23,3,8057.086957,4460.0,26
Train,Urban,2425,0.0112214,97,6,11,3,9723.272727,84688.333333,14
Train,Urban,2426,0.00856091,52,4,24,1,8760.833333,45290.0,25
Train,Urban,2427,0.00363562,12,5,7,1,12801.0,85204.0,8
Train,Urban,2428,0.00928021,37,6,17,5,18888.117647,21692.8,22
Train,Urban,2429,0.00987254,40,3,36,1,8083.527778,47995.0,37
Train,Urban,2430,0.00853466,31,5,7,4,44949.857143,51970.5,11
Train,Urban,2431,0.01359932,75,5,33,2,13841.727273,12536.5,35
Train,Urban,2432,0.00523697,15,5,7,1,55426.428571,89185.0,8
Train,Urban,2433,0.01450286,91,6,13,1,19387.153846,22487.0,14
Train,Urban,2434,0.00882056,77,5,11,1,7510.0,217082.0,12
Train,Urban,2436,0.00795712,132,4,17,3,8721.235294,66768.666667,20
Train,Urban,2437,0.01075507,55,4,26,2,9267.0,18999.0,28
Train,Urban,2440,0.01302752,64,6,39,1,11080.435897,31478.0,40
Train,Urban,2441,0.00635195,30,3,21,0,10700.761905,0.0,21
Train,Urban,2442,0.00947495,41,5,28,2,7840.285714,127735.0,30
Train,Urban,2443,0.00839624,51,5,8,3,9801.375,49840.0,11
Train,Urban,2444,0.0036108,10,4,6,1,66178.666667,50058.0,7
Train,Urban,2445,0.01240416,64,6,33,4,7510.787879,15117.25,37
Train,Urban,2446,0.01209582,62,5,41,1,8427.317073,161337.0,42
Train,Urban,2447,0.01065484,42,3,33,3,12254.060606,20139.666667,36
Train,Urban,2448,0.00652092,28,4,18,3,7321.333333,14331.666667,21
Train,Urban,2449,0.0035435,13,6,2,1,21589.0,177950.0,3
Train,Urban,2450,0.00071834,3,2,0,0,0.0,0.0,0
Train,Urban,2453,0.00401603,20,3,12,3,10167.5,23540.0,15
Train,Urban,2454,0.00662497,20,4,14,1,17985.428571,133316.0,15
Train,Urban,2455,0.00897664,131,6,10,2,5252.1,85558.5,12
Train,Urban,2456,0.00772372,72,4,7,3,56201.857143,73469.333333,10
Train,Urban,2457,0.01121281,41,3,25,2,15814.76,119143.5,27
Train,Urban,2458,0.00764544,44,3,41,1,4817.853659,140332.0,42
Train,Urban,2459,0.00648226,18,4,11,1,27094.818182,212343.0,12
Train,Urban,2460,0.0070765,55,5,25,0,3986.72,0.0,25
Train,Urban,2463,0.0108324,57,5,48,1,7986.9375,24858.0,49
Train,Urban,2464,0.00695144,35,5,7,1,59830.571429,145916.0,8
Train,Urban,2465,0.01180228,52,6,17,2,8539.941176,45882.5,19
Train,Urban,2466,0.01294208,111,6,18,2,9420.722222,109027.0,20
Train,Urban,2468,0.01061666,38,3,29,3,11137.241379,41096.666667,32
Train,Urban,2469,0.00987063,37,5,16,1,10887.375,37785.0,17
Train,Urban,2470,0.00610757,23,3,21,1,7704.333333,115206.0,22
Train,Urban,2471,0.00958425,101,4,9,2,11268.444444,95917.5,11
Train,Urban,2472,0.00637248,26,3,18,2,10925.611111,117530.0,20
Train,Urban,2474,0.01058802,49,4,25,3,16449.48,9998.333333,28
Train,Urban,2475,0.01219987,40,3,23,4,20107.782609,37680.0,27
Train,Urban,2476,0.01127581,61,6,24,1,10919.0,86540.0,25
Train,Urban,2477,0.00801154,31,3,27,1,12753.444444,61109.0,28
Train,Urban,2479,0.00879527,41,4,33,1,8652.181818,33910.0,34
Train,Urban,2481,0.01605362,170,4,52,2,4164.942308,17544.5,54
Train,Urban,2482,0.01005964,43,4,25,4,10070.6,19384.25,29
Train,Urban,2483,0.0102835,141,5,31,1,7005.741935,34271.0,32
Train,Urban,2484,0.00978519,55,3,24,3,15850.625,83703.666667,27
Train,Urban,2485,0.00462268,29,5,6,1,11442.666667,19581.0,7
Train,Urban,2486,0.00617249,35,5,8,3,18945.0,87252.666667,11
Train,Urban,2487,0.0095265,37,3,26,3,8220.730769,30508.333333,29
Train,Urban,2488,0.0061849,15,4,7,2,8960.571429,35472.0,9
Train,Urban,2489,0.00652951,21,3,12,2,9519.5,68728.0,14
Train,Urban,2490,0.00547753,36,4,25,0,4028.12,0.0,25
Train,Urban,2491,0.01058659,64,5,20,1,5159.1,121743.0,21
Train,Urban,2492,0.01477779,323,5,31,2,5546.354839,34168.0,33
Train,Urban,2493,0.00413201,19,5,2,2,169763.5,12735.0,4
Train,Urban,2494,0.0062479,29,5,10,1,23919.2,51744.0,11
Train,Urban,2495,0.0090449,26,5,16,1,24942.75,144907.0,17
Train,Urban,2496,0.00762587,44,5,11,2,9687.363636,7328.5,13
Train,Urban,2497,0.01209486,150,5,108,0,1667.555556,0.0,108
Train,Urban,2498,0.00946731,27,5,21,1,29043.47619,50882.0,22
Train,Urban,2499,0.00965059,38,4,34,1,13684.117647,129104.0,35
Train,Urban,2500,0.01225142,89,5,29,2,11596.62069,49867.5,31
Train,Urban,2501,0.00755046,30,4,14,2,9064.571429,58920.0,16
Train,Urban,2503,0.01065723,80,5,23,1,9476.086957,36741.0,24
Train,Urban,2504,0.00774759,20,3,15,2,24728.533333,118065.5,17
Train,Urban,2505,0.01015701,88,5,6,2,3195.0,29884.5,8
Train,Urban,2506,0.00562025,50,5,9,1,9199.888889,12375.0,10
Train,Urban,2507,0.00408142,21,3,17,1,39485.352941,116311.0,18
Train,Urban,2508,0.00519401,22,5,9,1,55555.666667,41005.0,10
Train,Urban,2509,0.01417448,174,5,27,3,6151.925926,25004.666667,30
Train,Urban,2510,0.0113622,51,5,28,1,8058.642857,127890.0,29
Train,Urban,2512,0.01044674,72,6,21,2,8641.047619,55518.0,23
Train,Urban,2513,0.01473913,71,4,26,1,9473.115385,66675.0,27
Train,Urban,2514,0.01033457,30,3,14,5,27187.857143,24179.4,19
Train,Urban,2515,0.003838,13,4,0,2,0.0,89891.5,2
Train,Urban,2516,0.01064482,57,5,22,2,11110.227273,17104.0,24
Train,Urban,2517,0.00819196,46,4,1,3,8603.0,104559.666667,4
Train,Urban,2518,0.00738245,31,3,27,1,13294.888889,51696.0,28
Train,Urban,2519,0.01341031,107,4,35,3,5134.2,40683.333333,38
Train,Urban,2520,0.00857475,40,3,21,2,30483.809524,63002.5,23
Train,Urban,2521,0.00921195,49,6,7,2,19700.571429,81020.5,9
Val,Rural,2522,0.01304183,89,6,11,1,10434.272727,80990.0,12
Val,Rural,2523,0.00357071,10,4,1,0,2896.0,0.0,1
Val,Rural,2524,0.00229678,9,4,0,4,0.0,528.5,4
Val,Rural,2525,0.00208916,13,4,0,1,0.0,15906.0,1
Val,Rural,2526,0.00149682,6,3,0,1,0.0,412.0,1
Val,Rural,2527,0.00166245,8,3,0,0,0.0,0.0,0
Val,Rural,2528,0.00073552,7,2,0,0,0.0,0.0,0
Val,Rural,2529,0.00530523,30,4,9,1,2853.666667,14628.0,10
Val,Rural,2530,0.00503173,23,4,16,1,3435.8125,1601.0,17
Val,Rural,2531,0.00182425,5,2,0,0,0.0,0.0,0
Val,Rural,2532,0.00770845,223,5,8,3,2859.5,38424.333333,11
Val,Rural,2533,0.00323946,12,4,0,1,0.0,4310.0,1
Val,Rural,2534,0.00593097,217,7,2,2,6326.5,8974.5,4
Val,Rural,2536,0.00694667,388,5,0,1,0.0,28745.0,1
Val,Rural,2537,0.00903678,65,7,25,1,4543.76,10376.0,26
Val,Rural,2538,0.00096415,3,3,0,0,0.0,0.0,0
Val,Rural,2539,0.00390005,72,4,0,1,0.0,108318.0,1
Val,Rural,2540,0.00224333,6,4,0,1,0.0,12144.0,1
Val,Rural,2541,0.00019904,3,2,0,0,0.0,0.0,0
Val,Rural,2542,0.00267958,6,3,0,0,0.0,0.0,0
Val,Rural,2543,0.00383895,15,4,0,2,0.0,5790.0,2
Val,Rural,2544,0.00602643,48,6,0,1,0.0,13768.0,1
Val,Rural,2545,0.00379217,12,4,3,0,3032.666667,0.0,3
