split,domain,sample_id,total_pixels,present_class_count,dominant_class_id,dominant_class_name,dominant_ratio,boundary_density,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7
Train,Rural,51,1048576,3,6,forest,0.99611568,0.00027684,0,3005,0,0,0,1068,1044503,0,0.00000000,0.00286579,0.00000000,0.00000000,0.00000000,0.00101852,0.99611568,0.00000000
Train,Rural,510,1048576,6,7,agriculture,0.56697464,0.00610900,0,248337,12522,7278,122914,0,63009,594516,0.00000000,0.23683262,0.01194191,0.00694084,0.11721992,0.00000000,0.06009007,0.56697464
Train,Rural,511,1048576,5,6,forest,0.47261715,0.00844397,0,306644,0,71844,146279,0,495575,28234,0.00000000,0.29243851,0.00000000,0.06851578,0.13950253,0.00000000,0.47261715,0.02692604
Train,Rural,512,1048576,4,7,agriculture,0.79673386,0.00978901,0,166543,0,11453,35144,0,0,835436,0.00000000,0.15882778,0.00000000,0.01092243,0.03351593,0.00000000,0.00000000,0.79673386
Train,Rural,513,1048576,4,7,agriculture,0.87553978,0.00256837,0,4657,0,13549,112300,0,0,918070,0.00000000,0.00444126,0.00000000,0.01292133,0.10709763,0.00000000,0.00000000,0.87553978
Train,Rural,514,1048576,6,1,background,0.34625053,0.01257169,0,363070,88223,41192,210142,0,31502,314447,0.00000000,0.34625053,0.08413601,0.03928375,0.20040703,0.00000000,0.03004265,0.29988003
Train,Rural,515,1048576,7,7,agriculture,0.32361221,0.01157795,0,155540,12723,16093,161407,176683,186798,339332,0.00000000,0.14833450,0.01213360,0.01534748,0.15392971,0.16849804,0.17814445,0.32361221
Train,Rural,516,1048576,2,6,forest,0.93072128,0.00175695,0,72644,0,0,0,0,975932,0,0.00000000,0.06927872,0.00000000,0.00000000,0.00000000,0.00000000,0.93072128,0.00000000
Train,Rural,517,1048576,3,7,agriculture,0.65287399,0.00289150,0,148384,0,0,0,0,215604,684588,0.00000000,0.14151001,0.00000000,0.00000000,0.00000000,0.00000000,0.20561600,0.65287399
Train,Rural,518,1048576,3,6,forest,0.81242752,0.00167772,0,166803,29881,0,0,0,851892,0,0.00000000,0.15907574,0.02849674,0.00000000,0.00000000,0.00000000,0.81242752,0.00000000
Train,Rural,519,1048576,6,7,agriculture,0.57548523,0.01033457,0,235683,4174,991,105611,0,98677,603440,0.00000000,0.22476482,0.00398064,0.00094509,0.10071850,0.00000000,0.09410572,0.57548523
Train,Rural,52,1048576,6,7,agriculture,0.61798191,0.00341988,0,322940,37020,6532,9295,0,24788,648001,0.00000000,0.30797958,0.03530502,0.00622940,0.00886440,0.00000000,0.02363968,0.61798191
Train,Rural,521,1048576,5,7,agriculture,0.90093899,0.00553576,0,24629,735,58311,20198,0,0,944703,0.00000000,0.02348804,0.00070095,0.05560970,0.01926231,0.00000000,0.00000000,0.90093899
Train,Rural,522,1048576,5,1,background,0.50885010,0.00402844,0,533568,7705,0,350536,0,152418,4349,0.00000000,0.50885010,0.00734806,0.00000000,0.33429718,0.00000000,0.14535713,0.00414753
Train,Rural,523,1048576,5,7,agriculture,0.41331291,0.00502744,12341,110095,0,0,76246,0,416504,433390,0.01176929,0.10499477,0.00000000,0.00000000,0.07271385,0.00000000,0.39720917,0.41331291
Train,Rural,524,1048576,4,6,forest,0.52939701,0.00295785,0,5540,0,0,22212,0,555113,465711,0.00000000,0.00528336,0.00000000,0.00000000,0.02118301,0.00000000,0.52939701,0.44413662
Train,Rural,525,1048576,5,7,agriculture,0.85842228,0.00283566,0,82522,4178,0,38800,0,22955,900121,0.00000000,0.07869911,0.00398445,0.00000000,0.03700256,0.00000000,0.02189159,0.85842228
Train,Rural,526,1048576,7,6,forest,0.71919727,0.00412056,0,62606,5275,38896,2327,179059,754133,6280,0.00000000,0.05970573,0.00503063,0.03709412,0.00221920,0.17076397,0.71919727,0.00598907
Train,Rural,527,1048576,5,7,agriculture,0.87018776,0.00296787,0,21579,1067,7153,106319,0,0,912458,0.00000000,0.02057934,0.00101757,0.00682163,0.10139370,0.00000000,0.00000000,0.87018776
Train,Rural,529,1048576,6,7,agriculture,0.28228092,0.00851509,0,203466,0,4588,167203,295787,81539,295993,0.00000000,0.19404030,0.00000000,0.00437546,0.15945721,0.28208447,0.07776165,0.28228092
Train,Rural,53,1048576,6,4,water,0.49514580,0.00532766,0,129439,1468,1162,519198,0,20411,376898,0.00000000,0.12344265,0.00139999,0.00110817,0.49514580,0.00000000,0.01946545,0.35943794
Train,Rural,530,1048576,7,6,forest,0.44880104,0.00816427,0,241935,15907,20659,116196,150773,470602,32504,0.00000000,0.23072720,0.01517010,0.01970196,0.11081314,0.14378834,0.44880104,0.03099823
Train,Rural,531,1048576,6,7,agriculture,0.59791851,0.00824876,0,142409,10381,32431,236256,136,0,626963,0.00000000,0.13581181,0.00990009,0.03092861,0.22531128,0.00012970,0.00000000,0.59791851
Train,Rural,532,1048576,5,7,agriculture,0.63964844,0.00666649,0,279521,8883,28727,60725,0,0,670720,0.00000000,0.26657200,0.00847149,0.02739620,0.05791187,0.00000000,0.00000000,0.63964844
Train,Rural,533,1048576,6,7,agriculture,0.67161846,0.01099516,0,143139,22857,35142,123992,19203,0,704243,0.00000000,0.13650799,0.02179813,0.03351402,0.11824799,0.01831341,0.00000000,0.67161846
Train,Rural,534,1048576,1,4,water,1.00000000,0.00000000,0,0,0,0,1048576,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
Train,Rural,535,1048576,3,7,agriculture,0.83464241,0.00236170,0,0,0,0,70176,0,103214,875186,0.00000000,0.00000000,0.00000000,0.00000000,0.06692505,0.00000000,0.09843254,0.83464241
Train,Rural,536,1048576,5,1,background,0.79049778,0.00355639,0,828897,72234,0,11440,33895,102110,0,0.00000000,0.79049778,0.06888771,0.00000000,0.01091003,0.03232479,0.09737968,0.00000000
Train,Rural,537,1048576,1,6,forest,1.00000000,0.00000000,0,0,0,0,0,0,1048576,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
Train,Rural,538,1048576,8,1,background,0.46043396,0.01154978,62324,482800,12999,37443,145079,5645,151143,151143,0.05943680,0.46043396,0.01239681,0.03570843,0.13835812,0.00538349,0.14414120,0.14414120
Train,Rural,539,1048576,7,7,agriculture,0.66818905,0.00676530,0,146475,4041,30700,64028,90572,12113,700647,0.00000000,0.13968945,0.00385380,0.02927780,0.06106186,0.08637619,0.01155186,0.66818905
Train,Rural,54,1048576,5,7,agriculture,0.52115822,0.00506276,0,378117,47497,9843,66645,0,0,546474,0.00000000,0.36060047,0.04529667,0.00938702,0.06355762,0.00000000,0.00000000,0.52115822
Train,Rural,540,1048576,7,5,barren,0.32153225,0.01108537,0,311689,13915,17660,52446,337151,8993,306722,0.00000000,0.29724979,0.01327038,0.01684189,0.05001640,0.32153225,0.00857639,0.29251289
Train,Rural,541,1048576,6,7,agriculture,0.83914471,0.00559877,0,41687,0,22905,89428,6925,7724,879907,0.00000000,0.03975582,0.00000000,0.02184391,0.08528519,0.00660419,0.00736618,0.83914471
Train,Rural,542,1048576,6,7,agriculture,0.40448093,0.01253733,0,123127,314877,40273,123298,0,22872,424129,0.00000000,0.11742306,0.30029011,0.03840733,0.11758614,0.00000000,0.02181244,0.40448093
Train,Rural,543,1048576,6,7,agriculture,0.44113445,0.01104193,0,166487,43014,32537,231896,0,112079,462563,0.00000000,0.15877438,0.04102135,0.03102970,0.22115326,0.00000000,0.10688686,0.44113445
Train,Rural,544,1048576,5,7,agriculture,0.86217403,0.00220800,0,96172,296,16343,31710,0,0,904055,0.00000000,0.09171677,0.00028229,0.01558590,0.03024101,0.00000000,0.00000000,0.86217403
Train,Rural,545,1048576,6,7,agriculture,0.26330471,0.01511476,0,208174,194919,123835,75063,0,170490,276095,0.00000000,0.19853020,0.18588924,0.11809826,0.07158566,0.00000000,0.16259193,0.26330471
Train,Rural,546,1048576,5,7,agriculture,0.54575253,0.00607607,0,287206,19348,0,111779,57980,0,572263,0.00000000,0.27390099,0.01845169,0.00000000,0.10660076,0.05529404,0.00000000,0.54575253
Train,Rural,547,1048576,5,1,background,0.45664597,0.00386043,0,478828,0,64927,4303,0,384208,116310,0.00000000,0.45664597,0.00000000,0.06191921,0.00410366,0.00000000,0.36640930,0.11092186
Train,Rural,548,1048576,6,7,agriculture,0.69022083,0.00652521,0,172643,29280,11640,88280,0,22984,723749,0.00000000,0.16464520,0.02792358,0.01110077,0.08419037,0.00000000,0.02191925,0.69022083
Train,Rural,549,1048576,7,4,water,0.47925186,0.01029257,0,210487,9306,30760,502532,7390,4399,283702,0.00000000,0.20073605,0.00887489,0.02933502,0.47925186,0.00704765,0.00419521,0.27055931
Train,Rural,55,1048576,5,6,forest,0.63603306,0.00190253,0,7329,0,0,13849,336563,666929,23906,0.00000000,0.00698948,0.00000000,0.00000000,0.01320744,0.32097149,0.63603306,0.02279854
Train,Rural,551,1048576,4,6,forest,0.59697819,0.00170206,0,207253,0,0,48684,0,625977,166662,0.00000000,0.19765186,0.00000000,0.00000000,0.04642868,0.00000000,0.59697819,0.15894127
Train,Rural,552,1048576,7,6,forest,0.89013577,0.00207293,0,10484,169,1044,54792,28428,933375,20284,0.00000000,0.00999832,0.00016117,0.00099564,0.05225372,0.02711105,0.89013577,0.01934433
Train,Rural,553,1048576,5,7,agriculture,0.59419346,0.00435826,0,14003,0,13137,77154,0,321225,623057,0.00000000,0.01335430,0.00000000,0.01252842,0.07357979,0.00000000,0.30634403,0.59419346
Train,Rural,554,1048576,7,7,agriculture,0.50584412,0.01019042,0,296452,5736,28804,36364,34183,116621,530416,0.00000000,0.28271866,0.00547028,0.02746964,0.03467941,0.03259945,0.11121845,0.50584412
Train,Rural,555,1048576,6,6,forest,0.92138195,0.00246479,0,20650,0,9296,35031,3021,966139,14439,0.00000000,0.01969337,0.00000000,0.00886536,0.03340816,0.00288105,0.92138195,0.01377010
Train,Rural,557,1048576,5,1,background,0.45556450,0.00679537,0,477694,18022,34161,42321,0,0,476378,0.00000000,0.45556450,0.01718712,0.03257847,0.04036045,0.00000000,0.00000000,0.45430946
Train,Rural,558,1048576,7,7,agriculture,0.55413342,0.00874897,0,281938,2011,42890,104442,35378,866,581051,0.00000000,0.26887703,0.00191784,0.04090309,0.09960365,0.03373909,0.00082588,0.55413342
Train,Rural,559,1048576,3,6,forest,0.93909073,0.00091022,0,58305,0,0,5563,0,984708,0,0.00000000,0.05560398,0.00000000,0.00000000,0.00530529,0.00000000,0.93909073,0.00000000
Train,Rural,56,1048576,6,6,forest,0.54992962,0.00529234,0,209159,1166,86930,41312,133366,576643,0,0.00000000,0.19946957,0.00111198,0.08290291,0.03939819,0.12718773,0.54992962,0.00000000
Train,Rural,560,1048576,7,7,agriculture,0.48785973,0.00815091,0,117955,16759,30999,182651,357,188297,511558,0.00000000,0.11249065,0.01598263,0.02956295,0.17418957,0.00034046,0.17957401,0.48785973
Train,Rural,561,1048576,6,6,forest,0.89199924,0.00421507,0,22550,5469,20565,37586,27077,935329,0,0.00000000,0.02150536,0.00521564,0.01961231,0.03584480,0.02582264,0.89199924,0.00000000
Train,Rural,562,1048576,4,7,agriculture,0.55207157,0.00400028,0,373630,0,0,34115,0,61942,578889,0.00000000,0.35632133,0.00000000,0.00000000,0.03253460,0.00000000,0.05907249,0.55207157
Train,Rural,565,1048576,7,7,agriculture,0.54904747,0.01154167,0,181556,153462,32103,86481,5531,13725,575718,0.00000000,0.17314529,0.14635277,0.03061581,0.08247471,0.00527477,0.01308918,0.54904747
Train,Rural,566,1048576,5,7,agriculture,0.67582607,0.00396209,0,207376,26156,0,11014,0,95375,708655,0.00000000,0.19776917,0.02494431,0.00000000,0.01050377,0.00000000,0.09095669,0.67582607
Train,Rural,567,1048576,5,7,agriculture,0.67140579,0.01057227,0,130117,241,33408,180790,0,0,704020,0.00000000,0.12408924,0.00022984,0.03186035,0.17241478,0.00000000,0.00000000,0.67140579
Train,Rural,568,1048576,7,7,agriculture,0.59587288,0.01362844,0,269752,24979,30158,84220,7910,6739,624818,0.00000000,0.25725555,0.02382183,0.02876091,0.08031845,0.00754356,0.00642681,0.59587288
Train,Rural,569,1048576,6,7,agriculture,0.69841766,0.00999091,0,199987,20508,6521,78297,10919,0,732344,0.00000000,0.19072247,0.01955795,0.00621891,0.07466984,0.01041317,0.00000000,0.69841766
Train,Rural,570,1048576,5,1,background,0.40297794,0.00731563,0,422553,30481,19619,222777,0,0,353146,0.00000000,0.40297794,0.02906895,0.01871014,0.21245670,0.00000000,0.00000000,0.33678627
Train,Rural,571,1048576,5,7,agriculture,0.66411495,0.00651901,0,159406,71662,19609,101524,0,0,696375,0.00000000,0.15202141,0.06834221,0.01870060,0.09682083,0.00000000,0.00000000,0.66411495
Train,Rural,572,1048576,4,6,forest,0.97838116,0.00059138,0,1368,0,0,5156,16145,1025907,0,0.00000000,0.00130463,0.00000000,0.00000000,0.00491714,0.01539707,0.97838116,0.00000000
Train,Rural,575,1048576,7,7,agriculture,0.72638988,0.01021190,0,203659,611,13835,41054,3309,24433,761675,0.00000000,0.19422436,0.00058270,0.01319408,0.03915215,0.00315571,0.02330112,0.72638988
Train,Rural,576,1048576,6,7,agriculture,0.93293476,0.00253639,0,6557,2743,9985,37239,0,13799,978253,0.00000000,0.00625324,0.00261593,0.00952244,0.03551388,0.00000000,0.01315975,0.93293476
Train,Rural,577,1048576,6,7,agriculture,0.44327164,0.01071116,0,102383,114297,30581,60788,0,275723,464804,0.00000000,0.09764004,0.10900211,0.02916431,0.05797195,0.00000000,0.26294994,0.44327164
Train,Rural,578,1048576,6,6,forest,0.71060753,0.00421172,0,79791,4199,0,112968,17799,745126,88693,0.00000000,0.07609463,0.00400448,0.00000000,0.10773468,0.01697445,0.71060753,0.08458424
Train,Rural,579,1048576,6,7,agriculture,0.64376068,0.00770749,0,157717,135331,18664,43453,18379,0,675032,0.00000000,0.15041065,0.12906170,0.01779938,0.04144001,0.01752758,0.00000000,0.64376068
Train,Rural,58,1048576,6,1,background,0.48267746,0.00558445,0,506124,6321,7221,117604,0,206404,204902,0.00000000,0.48267746,0.00602818,0.00688648,0.11215591,0.00000000,0.19684219,0.19540977
Train,Rural,580,1048576,5,1,background,0.53488255,0.00384993,0,560865,15493,16699,59294,0,0,396225,0.00000000,0.53488255,0.01477528,0.01592541,0.05654716,0.00000000,0.00000000,0.37786961
Train,Rural,581,1048576,7,7,agriculture,0.67365837,0.00889455,0,124775,109336,41932,51388,5068,9695,706382,0.00000000,0.11899471,0.10427094,0.03998947,0.04900742,0.00483322,0.00924587,0.67365837
Train,Rural,582,1048576,7,7,agriculture,0.55460262,0.00942626,0,214474,157881,13529,40413,34883,5853,581543,0.00000000,0.20453835,0.15056705,0.01290226,0.03854084,0.03326702,0.00558186,0.55460262
Train,Rural,583,1048576,4,1,background,0.37791634,0.00358693,0,396274,1731,0,337380,0,313191,0,0.00000000,0.37791634,0.00165081,0.00000000,0.32175064,0.00000000,0.29868221,0.00000000
Train,Rural,584,1048576,7,6,forest,0.52379608,0.01028493,0,174225,17833,36472,156682,12418,549240,101706,0.00000000,0.16615391,0.01700687,0.03478241,0.14942360,0.01184273,0.52379608,0.09699440
Train,Rural,585,1048576,4,7,agriculture,0.85745335,0.00464893,0,7469,0,26095,115907,0,0,899105,0.00000000,0.00712299,0.00000000,0.02488613,0.11053753,0.00000000,0.00000000,0.85745335
Train,Rural,586,1048576,7,7,agriculture,0.70454502,0.00861151,0,204140,9195,9137,47409,19933,19993,738769,0.00000000,0.19468307,0.00876904,0.00871372,0.04521275,0.01900959,0.01906681,0.70454502
Train,Rural,587,1048576,6,7,agriculture,0.45301723,0.00822919,93354,302771,0,21444,110120,0,45864,475023,0.08902931,0.28874493,0.00000000,0.02045059,0.10501862,0.00000000,0.04373932,0.45301723
Train,Rural,589,1048576,5,7,agriculture,0.79596043,0.00577967,0,20524,0,34375,59364,0,99688,834625,0.00000000,0.01957321,0.00000000,0.03278255,0.05661392,0.00000000,0.09506989,0.79596043
Train,Rural,59,1048576,4,1,background,0.92303848,0.00231158,0,967876,63139,0,10012,0,7549,0,0.00000000,0.92303848,0.06021404,0.00000000,0.00954819,0.00000000,0.00719929,0.00000000
Train,Rural,590,1048576,3,7,agriculture,0.52229214,0.00329769,0,450035,0,0,50878,0,0,547663,0.00000000,0.42918682,0.00000000,0.00000000,0.04852104,0.00000000,0.00000000,0.52229214
Train,Rural,592,1048576,4,6,forest,0.74456978,0.00289150,0,66437,0,0,190660,10741,780738,0,0.00000000,0.06335926,0.00000000,0.00000000,0.18182755,0.01024342,0.74456978,0.00000000
Train,Rural,593,1048576,6,1,background,0.55592346,0.00825926,0,582928,249957,85420,427,5988,123856,0,0.00000000,0.55592346,0.23837757,0.08146286,0.00040722,0.00571060,0.11811829,0.00000000
Train,Rural,597,1048576,7,6,forest,0.42119122,0.00876949,69684,114148,8133,0,54441,35066,441651,325453,0.06645584,0.10886002,0.00775623,0.00000000,0.05191898,0.03344154,0.42119122,0.31037617
Train,Rural,598,1048576,5,1,background,0.57978916,0.00179896,0,607953,0,62006,39036,0,339485,96,0.00000000,0.57978916,0.00000000,0.05913353,0.03722763,0.00000000,0.32375813,0.00009155
Train,Rural,599,1048576,5,7,agriculture,0.84389591,0.00604743,0,81383,0,2246,79872,186,0,884889,0.00000000,0.07761288,0.00000000,0.00214195,0.07617188,0.00017738,0.00000000,0.84389591
Train,Rural,6,1048576,6,7,agriculture,0.53481293,0.01220703,0,130452,179599,43936,49934,0,83863,560792,0.00000000,0.12440872,0.17127895,0.04190063,0.04762077,0.00000000,0.07997799,0.53481293
Train,Rural,60,1048576,5,4,water,0.78675175,0.00136938,0,199401,11544,1269,824969,0,11393,0,0.00000000,0.19016361,0.01100922,0.00121021,0.78675175,0.00000000,0.01086521,0.00000000
Train,Rural,600,1048576,6,7,agriculture,0.52842808,0.00814613,0,243611,26518,6850,58305,0,159195,554097,0.00000000,0.23232555,0.02528954,0.00653267,0.05560398,0.00000000,0.15182018,0.52842808
Train,Rural,601,1048576,5,7,agriculture,0.74059010,0.00501503,0,92077,4175,4173,171586,0,0,776565,0.00000000,0.08781147,0.00398159,0.00397968,0.16363716,0.00000000,0.00000000,0.74059010
Train,Rural,603,1048576,6,1,background,0.39209270,0.01016608,0,411139,52658,17656,81709,0,76918,408496,0.00000000,0.39209270,0.05021858,0.01683807,0.07792377,0.00000000,0.07335472,0.38957214
Train,Rural,604,1048576,4,6,forest,0.48979282,0.00370244,0,502211,7460,0,25320,0,513585,0,0.00000000,0.47894573,0.00711441,0.00000000,0.02414703,0.00000000,0.48979282,0.00000000
Train,Rural,605,1048576,5,6,forest,0.86233521,0.00305999,0,79919,0,0,27511,7909,904224,29013,0.00000000,0.07621670,0.00000000,0.00000000,0.02623653,0.00754261,0.86233521,0.02766895
Train,Rural,606,1048576,7,6,forest,0.55555916,0.00473724,0,40845,62,2699,68,57768,582546,364588,0.00000000,0.03895283,0.00005913,0.00257397,0.00006485,0.05509186,0.55555916,0.34769821
Train,Rural,607,1048576,5,7,agriculture,0.93106747,0.00238652,0,3285,0,14955,51893,0,2148,976295,0.00000000,0.00313282,0.00000000,0.01426220,0.04948902,0.00000000,0.00204849,0.93106747
Train,Rural,608,1048576,5,6,forest,0.73804379,0.00500023,0,89614,0,25374,126671,33022,773895,0,0.00000000,0.08546257,0.00000000,0.02419853,0.12080288,0.03149223,0.73804379,0.00000000
Train,Rural,609,1048576,5,7,agriculture,0.95869923,0.00121856,0,4683,8399,2055,28170,0,0,1005269,0.00000000,0.00446606,0.00800991,0.00195980,0.02686501,0.00000000,0.00000000,0.95869923
Train,Rural,61,1048576,3,6,forest,0.84236431,0.00078803,0,3005,0,0,0,162288,883283,0,0.00000000,0.00286579,0.00000000,0.00000000,0.00000000,0.15476990,0.84236431,0.00000000
Train,Rural,612,1048576,4,7,agriculture,0.67354488,0.00595770,0,87469,0,36990,217854,0,0,706263,0.00000000,0.08341694,0.00000000,0.03527641,0.20776176,0.00000000,0.00000000,0.67354488
Train,Rural,613,1048576,5,7,agriculture,0.45646858,0.01284853,0,189385,260413,63644,56492,0,0,478642,0.00000000,0.18061161,0.24834919,0.06069565,0.05387497,0.00000000,0.00000000,0.45646858
Train,Rural,614,1048576,3,5,barren,0.72201729,0.00237697,0,39084,0,0,0,757090,252402,0,0.00000000,0.03727341,0.00000000,0.00000000,0.00000000,0.72201729,0.24070930,0.00000000
Train,Rural,615,1048576,5,6,forest,0.60216236,0.00697340,0,251461,0,124566,35222,0,631413,5914,0.00000000,0.23981190,0.00000000,0.11879539,0.03359032,0.00000000,0.60216236,0.00564003
Train,Rural,616,1048576,4,1,background,0.58349419,0.00769317,0,611838,166236,0,17233,0,253269,0,0.00000000,0.58349419,0.15853500,0.00000000,0.01643467,0.00000000,0.24153614,0.00000000
Train,Rural,617,1048576,5,1,background,0.55430698,0.00919668,0,581233,96681,29042,214573,0,0,127047,0.00000000,0.55430698,0.09220219,0.02769661,0.20463276,0.00000000,0.00000000,0.12116146
Train,Rural,618,1048576,6,6,forest,0.47306252,0.00931553,0,129591,47445,22647,15695,337156,496042,0,0.00000000,0.12358761,0.04524708,0.02159786,0.01496792,0.32153702,0.47306252,0.00000000
Train,Rural,619,1048576,6,1,background,0.57978058,0.00466850,0,607944,3354,773,17386,0,44609,374510,0.00000000,0.57978058,0.00319862,0.00073719,0.01658058,0.00000000,0.04254246,0.35716057
Train,Rural,62,1048576,7,7,agriculture,0.68706131,0.00684644,0,123012,4638,23488,122672,33979,20351,720436,0.00000000,0.11731339,0.00442314,0.02239990,0.11698914,0.03240490,0.01940823,0.68706131
Train,Rural,620,1048576,7,7,agriculture,0.45946407,0.00661638,0,50844,2209,27359,122263,59579,304539,481783,0.00000000,0.04848862,0.00210667,0.02609158,0.11659908,0.05681896,0.29043102,0.45946407
Train,Rural,621,1048576,6,7,agriculture,0.53418827,0.00782061,0,202961,54048,32546,114392,0,84492,560137,0.00000000,0.19355869,0.05154419,0.03103828,0.10909271,0.00000000,0.08057785,0.53418827
Train,Rural,622,1048576,3,6,forest,0.78136635,0.00418404,0,183369,45885,0,0,0,819322,0,0.00000000,0.17487431,0.04375935,0.00000000,0.00000000,0.00000000,0.78136635,0.00000000
Train,Rural,623,1048576,5,7,agriculture,0.54816914,0.00542217,0,251001,1717,1004,220057,0,0,574797,0.00000000,0.23937321,0.00163746,0.00095749,0.20986271,0.00000000,0.00000000,0.54816914
Train,Rural,624,1048576,4,1,background,0.66735649,0.00700824,0,699774,71242,0,135638,0,141922,0,0.00000000,0.66735649,0.06794167,0.00000000,0.12935448,0.00000000,0.13534737,0.00000000
Train,Rural,625,1048576,5,1,background,0.85761833,0.00207102,86,899278,26299,0,56094,66819,0,0,0.00008202,0.85761833,0.02508068,0.00000000,0.05349541,0.06372356,0.00000000,0.00000000
Train,Rural,626,1048576,6,7,agriculture,0.62914848,0.00943676,0,141019,0,9527,182746,43978,11596,659710,0.00000000,0.13448620,0.00000000,0.00908566,0.17428017,0.04194069,0.01105881,0.62914848
Train,Rural,627,1048576,6,7,agriculture,0.38495350,0.00602261,0,194161,0,798,16700,82400,350864,403653,0.00000000,0.18516636,0.00000000,0.00076103,0.01592636,0.07858276,0.33460999,0.38495350
Train,Rural,628,1048576,6,7,agriculture,0.51618290,0.00980142,0,67126,154705,21156,27702,0,236630,541257,0.00000000,0.06401634,0.14753819,0.02017593,0.02641869,0.00000000,0.22566795,0.51618290
Train,Rural,63,1048576,6,7,agriculture,0.42008400,0.00602261,0,438513,5394,11408,96030,0,56741,440490,0.00000000,0.41819859,0.00514412,0.01087952,0.09158134,0.00000000,0.05411243,0.42008400
Train,Rural,630,1048576,8,7,agriculture,0.25599861,0.00828312,56362,255400,75894,143404,65822,158351,24909,268434,0.05375099,0.24356842,0.07237816,0.13676071,0.06277275,0.15101528,0.02375507,0.25599861
Train,Rural,631,1048576,6,7,agriculture,0.57926846,0.00680873,0,42079,0,21151,23151,3127,351661,607407,0.00000000,0.04012966,0.00000000,0.02017117,0.02207851,0.00298214,0.33537006,0.57926846
Train,Rural,632,1048576,6,6,forest,0.50705624,0.00365137,0,16930,8337,3120,65325,0,531687,423177,0.00000000,0.01614571,0.00795078,0.00297546,0.06229877,0.00000000,0.50705624,0.40357304
Train,Rural,633,1048576,6,6,forest,0.49114895,0.00626079,0,216718,0,103182,78619,75181,515007,59869,0.00000000,0.20667839,0.00000000,0.09840202,0.07497692,0.07169819,0.49114895,0.05709553
Train,Rural,634,1048576,3,7,agriculture,0.59114170,0.00610996,0,282164,0,0,146555,0,0,619857,0.00000000,0.26909256,0.00000000,0.00000000,0.13976574,0.00000000,0.00000000,0.59114170
Train,Rural,635,1048576,7,7,agriculture,0.49573898,0.01009831,0,195457,15194,29111,278048,6364,4582,519820,0.00000000,0.18640232,0.01449013,0.02776241,0.26516724,0.00606918,0.00436974,0.49573898
Train,Rural,636,1048576,4,6,forest,0.65158749,0.00262946,0,103273,29442,0,0,232622,683239,0,0.00000000,0.09848881,0.02807808,0.00000000,0.00000000,0.22184563,0.65158749,0.00000000
Train,Rural,637,1048576,4,6,forest,0.70380974,0.00315497,0,232466,38467,39645,0,0,737998,0,0.00000000,0.22169685,0.03668499,0.03780842,0.00000000,0.00000000,0.70380974,0.00000000
Train,Rural,638,1048576,5,7,agriculture,0.86393833,0.00322896,0,52470,0,8598,49604,0,31999,905905,0.00000000,0.05003929,0.00000000,0.00819969,0.04730606,0.00000000,0.03051662,0.86393833
Train,Rural,639,1048576,5,7,agriculture,0.68328762,0.00664693,0,153459,0,0,66906,96981,14751,716479,0.00000000,0.14634991,0.00000000,0.00000000,0.06380653,0.09248829,0.01406765,0.68328762
Train,Rural,64,1048576,6,6,forest,0.52666759,0.01108585,0,259561,50944,28641,32581,0,552251,124598,0.00000000,0.24753666,0.04858398,0.02731419,0.03107166,0.00000000,0.52666759,0.11882591
Train,Rural,640,1048576,4,1,background,0.79871178,0.00325330,0,837510,16349,114957,79760,0,0,0,0.00000000,0.79871178,0.01559162,0.10963154,0.07606506,0.00000000,0.00000000,0.00000000
Train,Rural,641,1048576,5,7,agriculture,0.44788742,0.01099993,0,240059,174846,40947,123080,0,0,469644,0.00000000,0.22893810,0.16674614,0.03905010,0.11737823,0.00000000,0.00000000,0.44788742
Train,Rural,643,1048576,5,7,agriculture,0.46113873,0.00505178,0,97769,0,3592,457180,0,6496,483539,0.00000000,0.09323978,0.00000000,0.00342560,0.43600082,0.00000000,0.00619507,0.46113873
Train,Rural,644,1048576,5,7,agriculture,0.49000931,0.00440217,0,351288,40863,0,106385,0,36228,513812,0.00000000,0.33501434,0.03896999,0.00000000,0.10145664,0.00000000,0.03454971,0.49000931
Train,Rural,645,1048576,2,6,forest,0.98464680,0.00136413,0,0,0,16099,0,0,1032477,0,0.00000000,0.00000000,0.00000000,0.01535320,0.00000000,0.00000000,0.98464680,0.00000000
Train,Rural,646,1048576,5,7,agriculture,0.77019787,0.00512433,0,141972,4395,4474,90124,0,0,807611,0.00000000,0.13539505,0.00419140,0.00426674,0.08594894,0.00000000,0.00000000,0.77019787
Train,Rural,648,1048576,5,7,agriculture,0.80526733,0.00442842,0,58606,10846,11366,123374,0,0,844384,0.00000000,0.05589104,0.01034355,0.01083946,0.11765862,0.00000000,0.00000000,0.80526733
Train,Rural,649,1048576,7,6,forest,0.35954952,0.00861532,0,146437,9072,5150,15889,323930,377015,171083,0.00000000,0.13965321,0.00865173,0.00491142,0.01515293,0.30892372,0.35954952,0.16315746
