split,domain,sample_id,image_path,mask_path,has_mask,width,height,pixel_count,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,min_r,min_g,min_b,max_r,max_g,max_b,split_domain,brightness_mean,brightness_std,rg_gap,gb_gap,rb_gap,z_mean_r,z_mean_g,z_mean_b,z_std_r,z_std_g,z_std_b,z_brightness_mean,z_brightness_std,z_rg_gap,z_gb_gap,z_rb_gap,rgb_outlier_score
Val,Urban,3690,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/3690.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/3690.png,True,1024,1024,1048576,1.0,65.904938,73.172729,69.684875,27.799984,21.464705,21.691423,18,12,22,255,255,255,Val-Urban,69.58751400000001,23.65203733333333,-7.2677910000000026,3.4878539999999987,-3.779937000000004,-0.5899146439672956,-0.4762998339597112,-0.5503362763692979,-0.9034486194776895,-1.279754026125162,-1.0976857456865554,-0.5418544593871152,-1.1072874571394549,-0.5539966943024243,0.4374618709331902,-0.23704542253067348,2.5711480186573232
Val,Rural,2682,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2682.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2682.png,True,1024,1024,1048576,1.0,57.108829,61.351326,60.16143,33.69046,33.866131,32.845837,0,0,0,236,254,255,Val-Rural,59.540528333333334,33.467476,-4.242497,1.1898959999999974,-3.052601000000003,-0.42422421914473235,-1.006898150437222,-1.3445020452800671,0.16310832450980275,0.47362907915348296,0.5528307741253475,-0.9294727876274544,0.39241988786153126,0.7727291656146483,0.8238995775517298,0.8708433616420933,2.5710403706118816
Val,Urban,3898,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/3898.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/3898.png,True,1024,1024,1048576,1.0,82.505775,89.133484,85.12146,39.718884,35.960293,35.421425,19,18,16,255,255,255,Val-Urban,85.58690633333333,37.033534,-6.627708999999996,4.012023999999997,-2.615684999999999,1.0631957770838993,1.1098689176362861,1.004383335339067,0.6442698761927043,0.5213554348149222,0.5405667099115916,1.0654657576495818,0.572876955628011,-0.24054463407046806,0.7789619218209022,0.36314493097290335,2.570994090663728
Train,Rural,600,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/600.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/600.png,True,1024,1024,1048576,1.0,73.139565,80.897125,76.580139,24.265015,21.944052,18.644775,19,20,12,255,255,255,Train-Rural,76.87227633333335,21.617947333333333,-7.757559999999998,4.316986,-3.440573999999998,-0.024018192450856096,0.0646925409947808,0.1512739862065058,-1.2302858124654261,-1.2443104258095274,-1.278703240675483,0.05874548962350074,-1.2832236141635387,-0.24496831777461234,-0.19766334660145415,-0.3671508645979391,2.570726224309742
Test,Urban,5399,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5399.png,,False,1024,1024,1048576,1.0,79.211853,84.064278,84.638443,39.850323,37.629501,37.592003,12,1,0,255,255,255,Test-Urban,82.63819133333334,38.35727566666667,-4.852424999999997,-0.5741649999999936,-5.42658999999999,0.8579123669465702,0.7301069268565357,0.9674958384315832,0.7376658029554454,0.8229609428747564,0.9230596741852759,0.8677675779976308,0.8298865114228683,0.42892519743295365,-0.7901589173712174,-0.2739600166872914,2.5697639746761527
Val,Rural,2799,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2799.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2799.png,True,1024,1024,1048576,1.0,46.275105,62.243099,69.57962,27.072855,24.941759,23.372734,0,0,0,255,254,255,Val-Rural,59.36594133333333,25.129116,-15.967993999999997,-7.336521000000005,-23.304515000000002,-1.0470537007625809,-0.941776220696519,-0.6346585780462117,-0.5167847506463755,-0.6338318789158867,-0.62484706925341,-0.9419533768228566,-0.6040505667110028,-0.6409520016625003,-0.910445728527922,-0.8152677449129873,2.569405425813569
Train,Rural,90,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/90.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/90.png,True,1024,1024,1048576,1.0,67.241753,76.74173,72.891113,25.715553,22.343632,19.555538,11,18,3,255,255,255,Train-Rural,72.291532,22.538241,-9.499977000000001,3.8506169999999997,-5.6493600000000015,-0.3847617122826306,-0.24077986630147807,-0.1295555797569386,-1.087647091783442,-1.1947165878942876,-1.1746754042498102,-0.2674984569688475,-1.1781939049855599,-0.5803477861838281,-0.2809267807596973,-0.7079128867621419,2.567011445446125
Val,Rural,2938,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2938.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2938.png,True,1024,1024,1048576,1.0,69.545288,82.373955,87.774414,41.635262,39.406967,37.722752,0,0,0,255,255,255,Val-Rural,79.89788566666665,39.588327,-12.828666999999996,-5.400458999999998,-18.229125999999994,0.2907463036534882,0.5282841983251484,0.7366723951626254,0.9793576871246691,1.161213543927615,1.1591194146628259,0.5258005945907978,1.1238883274996319,-0.26245994645796,-0.5166343489086525,-0.39270670880610387,2.566520229324623
Test,Rural,5105,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/5105.png,,False,1024,1024,1048576,1.0,79.258835,86.851166,81.144669,35.572823,32.678699,32.970539,21,19,15,255,255,255,Test-Rural,82.41822333333333,33.740687,-7.5923310000000015,5.706497000000013,-1.8858339999999885,0.686886949791975,0.8441800083584692,0.5013861470256947,0.15752071298129006,0.19860150119443573,0.4314631235659094,0.6834736606209274,0.27194765429426443,-0.5227854728907811,1.8310024832921943,0.8563095462371422,2.566415778850218
Val,Urban,4086,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/4086.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/4086.png,True,1024,1024,1048576,1.0,72.859718,78.883713,75.133392,28.257891,21.198847,19.048552,21,21,19,255,255,255,Val-Urban,75.62560766666667,22.83509666666667,-6.023994999999999,3.7503209999999996,-2.2736739999999998,0.10264195990264359,0.09125379127071889,-0.0015804320794876167,-0.8439875003142645,-1.3127874814818268,-1.4130309222989936,0.06474045500689782,-1.2098615315996748,0.055097794697833734,0.6084607717789955,0.5394570206168211,2.5658288701199856
Train,Urban,1488,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1488.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1488.png,True,1024,1024,1048576,1.0,72.977425,78.33744,75.235168,27.699892,24.902245,24.395044,14,32,33,255,255,255,Train-Urban,75.51667766666667,25.665727,-5.360015000000004,3.1022719999999993,-2.257743000000005,-0.11452333813113778,-0.0597085245834674,-0.17270268225570365,-1.225935021491197,-1.2411508774669138,-1.1885025582916176,-0.11723356561519951,-1.2432812176778472,-0.31488423901862583,0.6091556579321075,0.2234799606667754,2.5655555568909834
Train,Rural,1351,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1351.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1351.png,True,1024,1024,1048576,1.0,68.881302,75.383255,62.465439,46.704216,37.469593,33.712761,0,0,0,255,223,212,Train-Rural,68.90999866666668,39.295523333333335,-6.501953,12.917816000000002,6.415863000000002,-0.2844776277447263,-0.34064441070743345,-0.9232169701337939,0.9762740458532787,0.6826407827104436,0.4423701701595298,-0.5083337230133629,0.7342526909560441,-0.0032897711403172287,1.3378903510311981,1.1534579238741276,2.5655512685781785
Test,Urban,5284,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5284.png,,False,1024,1024,1048576,1.0,78.524178,84.721069,86.561371,33.898277,31.0933,32.973591,1,1,0,255,255,255,Test-Urban,83.26887266666667,32.655056,-6.196890999999994,-1.840301999999994,-8.037192999999988,0.7972719339588312,0.7912917673624794,1.144660615109627,0.18046371756852106,0.17578556184430755,0.4479803957928997,0.9262645045861742,0.26573995202336365,0.12405475759859143,-1.165739901148868,-1.200150907740158,2.565048192452564
Train,Rural,300,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/300.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/300.png,True,1024,1024,1048576,1.0,69.156464,76.470451,73.683655,25.561745,21.983685,18.853483,19,19,5,255,253,254,Train-Rural,73.10352333333333,22.132970999999998,-7.313986999999997,2.7867959999999954,-4.527191000000002,-0.2676471644468204,-0.2607221940895521,-0.06922279113799162,-1.1027718085096874,-1.2393913793655242,-1.2548645014154016,-0.2096678430099415,-1.2244458697445189,-0.15958963004332816,-0.47085662127151673,-0.5347894707091696,2.5588449171184444
Val,Rural,3331,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3331.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3331.png,True,1024,1024,1048576,1.0,65.416443,71.739288,73.237061,20.505606,19.986046,19.336847,9,18,10,255,255,255,Val-Rural,70.13093066666666,19.942833,-6.322845000000001,-1.4977729999999951,-7.820617999999996,0.053379504293411664,-0.24831482092052568,-0.3589993908092529,-1.1915042477947149,-1.2488060941208141,-1.1265807354323132,-0.1724034701160689,-1.2238340467420648,0.5219126084160338,0.27720497952236084,0.4738731582359647,2.5579400389976756
Train,Urban,1369,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1369.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1369.png,True,1024,1024,1048576,1.0,87.005295,91.485962,88.500031,44.401997,41.323521,40.575981,5,26,23,255,255,255,Train-Urban,88.99709600000001,42.100499666666664,-4.480666999999997,2.9859309999999937,-1.4947360000000032,0.8538471298859728,0.8983808254595717,0.7563303272418701,0.8338809057596708,0.8587957176429531,0.9801240567119189,0.8416657691810576,0.9065073425811111,0.014918787989458804,0.5661117111146687,0.4348081422208994,2.5576608841388757
Val,Rural,2900,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2900.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2900.png,True,1024,1024,1048576,1.0,79.498512,83.898987,79.551056,29.840921,25.597122,23.059994,5,3,0,255,255,255,Val-Rural,80.98285166666666,26.16601233333333,-4.400475,4.347931000000003,-0.05254399999999748,0.8629559468330942,0.6396500131191873,0.11688271635754133,-0.23239350865244238,-0.5525052672659898,-0.6637263011944409,0.6033608650403653,-0.4801369241456471,0.7536825935636633,1.46627059678352,1.1206187373423024,2.5564931370266795
Val,Rural,3015,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3015.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3015.png,True,1024,1024,1048576,1.0,74.467445,77.896156,75.906616,25.880087,22.149595,19.814686,1,9,16,255,255,255,Val-Rural,76.09007233333334,22.614789333333334,-3.428711000000007,1.9895400000000052,-1.4391710000000018,0.5737205138836606,0.20129188988904462,-0.15779659311973124,-0.6393297957900318,-0.9803226592785612,-1.0671767151232063,0.2535938784772983,-0.9045235897607604,0.8708430402242954,0.9865539279001553,1.0051725041937143,2.554939423812536
Test,Urban,5575,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5575.png,,False,1024,1024,1048576,1.0,81.857788,86.729355,86.768227,37.260056,34.65453,34.759148,1,1,0,255,255,255,Test-Urban,85.11845666666666,35.55791133333333,-4.871566999999999,-0.0388719999999978,-4.910438999999997,1.09123573053753,0.9783781595333829,1.1637188414418214,0.49517739239730557,0.5283971755610625,0.6316541631156198,1.0978170363465534,0.5529326496859226,0.42458456705679687,-0.6313720945003208,-0.09083973581431964,2.5541619732751424
Test,Rural,4236,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4236.png,,False,1024,1024,1048576,1.0,75.612129,81.849487,77.49498,28.934399,23.842838,21.884012,1,3,1,255,255,255,Test-Rural,78.31886533333333,24.887083,-6.237358,4.354506999999998,-1.8828510000000023,0.23461958171986663,0.19878382898015617,0.029783662220984972,-0.9437084415375874,-1.1582350268227153,-1.1645245855150663,0.15684777192304716,-1.106506345760487,0.18294381083754976,0.9010734987050885,0.8578499015396044,2.5522393684590834
Val,Rural,2908,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2908.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2908.png,True,1024,1024,1048576,1.0,65.278366,82.755241,89.76947,25.089737,22.59416,21.074549,0,2,0,238,255,255,Val-Rural,79.26769233333334,22.919482000000002,-17.476874999999993,-7.014229,-24.491103999999993,0.045441474274062366,0.5561276967301393,0.8870385980493488,-0.7205303950929043,-0.9251548132022092,-0.9105529836180496,0.48075036687044004,-0.8681114847355214,-0.8228698046658447,-0.8448888108464351,-0.9140594389630445,2.5521672306024787
Test,Rural,4323,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4323.png,,False,1024,1024,1048576,1.0,79.444832,84.914742,80.863548,30.047489,25.607578,23.322477,11,8,0,255,255,255,Test-Rural,81.74104066666666,26.325847999999997,-5.469909999999999,4.0511940000000095,-1.4187159999999892,0.709954445131415,0.5943117838569629,0.4650604869130702,-0.7590611277168045,-0.887241210322774,-0.957446890223911,0.596479081556563,-0.8824991087766811,0.5826643420501576,0.6924480280270101,1.0975189623212573,2.551807247223476
Val,Rural,3203,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3203.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3203.png,True,1024,1024,1048576,1.0,75.768036,79.917496,74.895424,30.401468,25.255186,22.35751,16,20,19,255,255,255,Val-Rural,76.86031866666667,26.004721333333336,-4.149460000000005,5.022071999999994,0.8726119999999895,0.6484913330707506,0.3489007112618293,-0.23400954224468332,-0.17480288128807564,-0.5949374709166677,-0.7510577534258882,0.3086559854245396,-0.49941190340877006,0.7839461447124177,1.6033965758419952,1.1976443363496876,2.551492197139446
Train,Rural,1026,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1026.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1026.png,True,1024,1024,1048576,1.0,86.006325,89.409744,84.912094,26.835697,23.409039,22.475744,1,1,0,255,255,255,Train-Rural,86.77605433333333,24.240160000000003,-3.4034189999999995,4.497650000000007,1.0942310000000077,0.7629855796650882,0.6904742580940875,0.7855496205546914,-0.9774976802274535,-1.0624836881701727,-0.8411279148400862,0.7640997695781042,-0.9839601901519864,0.5931143535714362,-0.16540840455177794,0.33245938371056016,2.5513838021789916
Test,Rural,4743,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4743.png,,False,1024,1024,1048576,1.0,78.337845,85.700806,83.06192,40.862911,37.447021,37.240116,23,11,1,255,255,255,Test-Rural,82.366857,38.51668266666667,-7.3629609999999985,2.6388859999999994,-4.724074999999999,0.5726650401231583,0.6957422639711067,0.7491278958690398,1.0350782681435478,0.930825951867414,1.0461003688434267,0.676874861262389,1.01554205166745,-0.4033195309061296,-0.2789690271022742,-0.6092954065071298,2.5507962672406204
Train,Rural,1112,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1112.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1112.png,True,1024,1024,1048576,1.0,75.569626,82.334343,78.404968,22.461143,22.378052,20.357067,1,1,1,255,255,255,Train-Rural,78.76964566666668,21.732087333333336,-6.7647170000000045,3.9293750000000074,-2.835341999999997,0.12461807444709178,0.17034565995688072,0.2901903115529536,-1.4076696482243318,-1.190444552504522,-1.083124333661267,0.19387751499011122,-1.2701972385186904,-0.05386644172897678,-0.2668656798987148,-0.2737782697886254,2.5496413590489864
Train,Rural,921,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/921.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/921.png,True,1024,1024,1048576,1.0,66.941757,81.202362,67.881081,30.256966,26.793077,23.814951,0,0,0,237,233,223,Train-Rural,72.0084,26.954998,-14.260604999999998,13.321280999999999,-0.9393239999999992,-0.40311116339695163,0.08713119753306069,-0.5109476089871394,-0.6410670363774263,-0.6424740979228823,-0.6881629758426563,-0.28766332415307894,-0.6741257797532852,-1.4966708523235777,1.4099231865383937,0.018731247991605717,2.5483170435595923
Train,Rural,686,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/686.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/686.png,True,1024,1024,1048576,1.0,66.553558,73.235916,74.00116,26.674828,24.037136,21.910917,14,7,0,255,255,255,Train-Rural,71.26354466666666,24.207627000000002,-6.682358000000008,-0.7652439999999956,-7.447602000000003,-0.4268556085666476,-0.4985001172313962,-0.04505251113963362,-0.993316740712177,-0.9845274821212002,-0.9056427565330439,-0.34071246331125477,-0.9876730610022918,-0.03801402658454611,-1.1050219467272078,-0.9853379429969242,2.5483115209991256
Train,Urban,1427,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/images_png/1427.png,/mnt/e/Computer Vision/data/LoveDA/Train/Urban/masks_png/1427.png,True,1024,1024,1048576,1.0,73.280228,78.79837,76.563522,45.754677,44.970299,43.564243,0,0,0,255,255,255,Train-Urban,76.21404,44.763073,-5.518142000000012,2.2348479999999995,-3.283294000000012,-0.09362027281708923,-0.02612207858479602,-0.07966857294766604,1.000702501509051,1.3251443159017953,1.3806215375317068,-0.06762825953268828,1.254791423471383,-0.37419041046805135,0.28822535370429336,-0.060564390067902624,2.546597425081249
Test,Rural,4815,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4815.png,,False,1024,1024,1048576,1.0,76.681076,84.934319,80.503769,40.707542,36.540779,37.858273,17,7,0,255,255,255,Test-Rural,80.706388,38.36886466666667,-8.253242999999998,4.430549999999997,-3.822693000000001,0.36719123578207474,0.5968379197812571,0.41857086262438464,1.0093045494855586,0.7916632546697876,1.1350886493285925,0.46356195646600945,0.9925276596322862,-0.8670173892222914,0.9533775762315162,-0.14384165416033132,2.5458669088480566
Train,Rural,1362,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1362.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1362.png,True,1024,1024,1048576,1.0,64.6922,72.521561,72.630188,24.721449,26.575258,22.285925,12,17,0,255,255,255,Train-Rural,69.94798300000001,24.527543999999995,-7.829361000000006,-0.10862699999999847,-7.937988000000004,-0.5407067853398357,-0.5510139556304217,-0.14941866949905802,-1.1854023541652914,-0.6695086846911379,-0.8628091424289153,-0.4344077230522886,-0.9511621181498935,-0.2587885348703206,-0.9877924860497551,-1.0609925899391879,2.5451908777607817
Val,Rural,3410,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3410.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3410.png,True,1024,1024,1048576,1.0,53.566063,77.635803,83.379791,24.522615,27.177547,26.06188,0,0,0,214,240,253,Val-Rural,71.527219,25.920680666666666,-24.069739999999996,-5.743988000000002,-29.813727999999998,-0.6278974077245171,0.1822795518010089,0.405452232105218,-0.7787965382925547,-0.3563840181005824,-0.290537639512109,-0.07258789915909016,-0.5094551302922239,-1.6177366737546914,-0.5865110519425579,-1.3572044889774104,2.5451331902251777
Val,Rural,3350,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3350.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3350.png,True,1024,1024,1048576,1.0,54.369484,73.059105,77.890793,20.088078,22.197319,21.876429,0,0,0,193,200,217,Val-Rural,68.439794,21.387275333333335,-18.689621000000002,-4.831688,-23.521309000000002,-0.5817088316678543,-0.15193487900191469,-0.008250334094836742,-1.2344010958060134,-0.974400397548223,-0.8108648129047618,-0.2932966752799585,-1.051216876399158,-0.9690841767210938,-0.4009415187216905,-0.8333173362372691,2.5451163572660076
Test,Rural,4703,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4703.png,,False,1024,1024,1048576,1.0,79.29789,84.316872,79.612991,33.48624,27.946011,27.223228,18,15,26,255,255,255,Test-Rural,81.07591766666665,29.551826333333334,-5.018982000000008,4.70388100000001,-0.3151009999999985,0.6917305818423931,0.517165086964797,0.30346705015998676,-0.18861656793409884,-0.5281509855307898,-0.3959048805228277,0.5110337530518545,-0.3802332814736645,0.8175273942682031,1.1413807562004417,1.6674013683335902,2.5429047883129985
Test,Urban,5912,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5912.png,,False,1024,1024,1048576,1.0,81.65506,88.773643,86.934082,37.474495,34.754864,33.996273,13,17,1,255,255,255,Test-Urban,85.78759500000001,35.408544,-7.118583000000001,1.8395610000000033,-5.279021999999998,1.073358806556379,1.1688183988609857,1.1789995300770373,0.5152521461858828,0.5383316458566221,0.5531799809717174,1.1598809248648672,0.5381550591838828,-0.08494766078299341,-0.07416247650447684,-0.2216057761494223,2.542897799968542
Test,Urban,5716,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5716.png,,False,1024,1024,1048576,1.0,80.050064,83.553459,80.475906,39.504078,35.124592,32.826309,23,12,0,255,255,255,Test-Urban,81.35980966666666,35.81832633333334,-3.5033949999999976,3.077553000000009,-0.42584199999998873,0.9318273383721505,0.6825204358077764,0.5839895719363764,0.7052520017088156,0.5749398926467112,0.43283003106143264,0.7491951793000199,0.5786966915597964,0.7348305676317912,0.29306970553337786,1.5002075783284374,2.542268696820448
Train,Rural,1195,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1195.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1195.png,True,1024,1024,1048576,1.0,85.257568,86.751083,83.004402,26.986715,24.544262,21.561186,1,1,0,255,255,255,Train-Rural,85.004351,24.364054333333332,-1.493514999999988,3.7466809999999953,2.2531660000000073,0.7171873691289302,0.49503012441854466,0.6403252940381706,-0.9626473182790234,-0.9215855815090478,-0.9455892181931983,0.6379177682270535,-0.9698205885551059,0.9607316278706639,-0.2994830490637045,0.5112549004137942,2.541878404914987
Test,Rural,4231,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4231.png,,False,1024,1024,1048576,1.0,72.29039,78.008537,77.684555,30.49066,26.812351,26.108822,1,1,1,255,255,255,Test-Rural,75.99449399999999,27.803944333333334,-5.718147000000002,0.3239820000000009,-5.394165000000001,-0.1773451214814528,-0.2968366327054341,0.054280007267605464,-0.6855447591273193,-0.7022360348940517,-0.5563318815959403,-0.1417536478798955,-0.6523682148322943,0.4533716401255644,-1.8712118145020362,-0.9553150795315164,2.5417329934833957
Test,Urban,5455,/mnt/e/Computer Vision/data/LoveDA/Test/Urban/images_png/5455.png,,False,1024,1024,1048576,1.0,80.871811,86.468628,86.600021,37.447075,35.444954,35.270748,10,4,5,255,255,255,Test-Urban,84.64682,36.054259,-5.5968170000000015,-0.13139300000000276,-5.728210000000004,1.004290484315183,0.9540895503554353,1.1482215485499883,0.5126852169011781,0.6066602144999832,0.684280598094902,1.0540718135085039,0.6020385847050239,0.2601272386529008,-0.658817093106391,-0.3809688941609551,2.5410200593927983
Train,Rural,101,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/101.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/101.png,True,1024,1024,1048576,1.0,70.373596,78.709831,75.34671,23.890646,23.721306,18.748573,18,19,9,251,254,254,Train-Rural,74.81004566666667,22.120175,-8.336234999999988,3.3631209999999925,-4.973113999999995,-0.19320049137892853,-0.09610034720108651,0.057378380505508926,-1.2670994052310023,-1.0237266958675595,-1.2668473776624793,-0.08812807993621462,-1.225906229852732,-0.356351364359729,-0.3679621349500648,-0.6035845568829887,2.538823133229312
Train,Rural,1186,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/1186.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/1186.png,True,1024,1024,1048576,1.0,67.335884,75.000137,75.026978,24.292686,24.416426,22.956106,23,18,5,255,255,255,Train-Rural,72.454333,23.888406000000003,-7.664253000000002,-0.026841000000004556,-7.691094000000007,-0.3790041282387036,-0.3688082742483318,0.03303856864605752,-1.2275647834127632,-0.9374519358404271,-0.7862607105716771,-0.25590365121584185,-1.0241045719513369,-0.22700863759538015,-0.9731907796197276,-1.0229028434901395,2.53849026966153
Val,Urban,4175,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/images_png/4175.png,/mnt/e/Computer Vision/data/LoveDA/Val/Urban/masks_png/4175.png,True,1024,1024,1048576,1.0,79.613266,84.533615,82.517227,42.029385,39.187599,39.223362,1,4,0,255,255,255,Val-Urban,82.22136933333333,40.146782,-4.920349000000002,2.016387999999992,-2.9039610000000096,0.7751598924544449,0.6527371297456048,0.7420939676739972,0.9442979938851869,0.9223554749615307,0.9942106807048556,0.7273594378229947,0.9637725802369784,0.5955599737104497,-0.5212074803832571,0.2145340852568533,2.53748269140671
Train,Rural,39,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/images_png/39.png,/mnt/e/Computer Vision/data/LoveDA/Train/Rural/masks_png/39.png,True,1024,1024,1048576,1.0,58.245193,65.357742,56.318398,41.53442,34.616344,31.898705,0,0,0,255,255,255,Train-Rural,59.97377766666667,36.016489666666665,-7.112549000000001,9.039344,1.9267949999999985,-0.9350421757456486,-1.0776423592754856,-1.391164568223235,0.46790191935480774,0.32851002431958254,0.2351677246989539,-1.1447778889639952,0.36002871781688794,-0.1208169542961252,0.6454453171490367,0.4609037835850223,2.5371000110507893
Val,Rural,2947,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/2947.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/2947.png,True,1024,1024,1048576,1.0,52.983902,72.228539,77.998917,22.450113,22.866215,21.212782,0,0,0,247,255,255,Val-Rural,67.73711933333334,22.176370000000002,-19.244636999999997,-5.770378000000008,-25.015015000000005,-0.6613657731589815,-0.2125871534002392,-0.00010109150669656269,-0.9917254994571041,-0.8913944218886731,-0.8933681244094275,-0.3435283297140385,-0.9569166157730761,-1.035999520841474,-0.5918790010620361,-0.957678632484526,2.5363898214456495
Val,Rural,3168,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/images_png/3168.png,/mnt/e/Computer Vision/data/LoveDA/Val/Rural/masks_png/3168.png,True,1024,1024,1048576,1.0,46.274387,58.418564,66.170898,26.12347,28.483109,29.107306,0,0,0,228,255,255,Val-Rural,56.95461633333333,27.904628333333335,-12.144177000000006,-7.7523339999999905,-19.896510999999997,-1.0470949784956858,-1.221063774323798,-0.8915719598442355,-0.6143246139590314,-0.19437161618154983,0.08806383076110548,-1.1143302247073088,-0.27236471524040856,-0.1799346068335909,-0.9950256083012047,-0.5315279761393222,2.5349801361062076
Test,Rural,4909,/mnt/e/Computer Vision/data/LoveDA/Test/Rural/images_png/4909.png,,False,1024,1024,1048576,1.0,70.642136,80.6241,76.931999,30.743694,29.616381,26.721823,24,1,1,255,255,255,Test-Rural,76.06607833333334,29.027299333333332,-9.981964000000005,3.692100999999994,-6.289863000000011,-0.38176288877454606,0.04066490770195142,-0.04296314949306453,-0.6435696731905769,-0.2716486445247451,-0.4680858455149974,-0.13255753396193082,-0.4618990462048092,-1.7674110008264547,0.4454558247841248,-1.4178337398437129,2.533706557493028
